frameIndex,coord,centroid
33085,"[(18.053888, 234.29128), (8.7546425, 21.551462), (70.38601, 295.5792), (84.10279, 238.7244), (134.35773, 172.73645), (136.50542, 247.91951), (125.47034, 299.9559), (63.287388, 187.42307)]","(80.11477606249998, 212.272659)"
33086,"[(18.548086, 234.80035), (8.332425, 21.826267), (70.440605, 295.6113), (84.16565, 238.84134), (134.50375, 173.07008), (136.08015, 248.00194), (125.021095, 300.4382), (63.041683, 186.76953)]","(80.01668049999999, 212.419875875)"
33087,"[(18.662712, 235.03087), (8.090987, 22.117691), (70.50035, 295.6618), (84.19404, 239.00882), (134.45468, 173.0577), (135.81323, 249.02843), (124.84949, 300.88687), (63.07435, 186.48636)]","(79.954979875, 212.65981762500002)"
33088,"[(18.81736, 235.22641), (8.009759, 22.299322), (70.48499, 295.68265), (84.30879, 239.2927), (134.31117, 172.93858), (135.77945, 249.46323), (124.391335, 300.82883), (63.782772, 186.36365)]","(79.98570325, 212.7619215)"
33089,"[(18.889328, 235.56664), (7.202538, 21.507694), (70.41819, 295.6549), (84.35831, 239.46732), (133.75566, 172.1574), (136.03702, 249.96336), (123.9348, 301.06204), (64.08601, 186.00514)]","(79.83523199999999, 212.67306175)"
33090,"[(18.764421, 235.99406), (6.8332033, 21.389732), (70.333954, 295.68533), (84.296555, 239.42393), (132.67535, 170.68724), (136.17047, 250.25987), (122.78696, 300.98798), (64.50104, 185.76758)]","(79.54524416250001, 212.52446525000002)"
33091,"[(18.77198, 236.40231), (6.5689135, 21.293102), (70.40389, 295.86197), (84.20484, 239.4357), (132.47615, 170.34453), (136.07536, 250.30733), (122.90682, 301.76324), (64.6311, 185.26556)]","(79.50488168749999, 212.58421775)"
33092,"[(18.67314, 236.54416), (6.679407, 21.570885), (70.40206, 296.11877), (84.08565, 239.46326), (131.55981, 169.24292), (136.19849, 250.63701), (122.90626, 302.04947), (65.236374, 185.10936)]","(79.467648875, 212.591979375)"
33093,"[(18.348425, 236.58394), (6.7178254, 21.74528), (70.22024, 296.15784), (83.990555, 239.44272), (130.51059, 168.20671), (135.91069, 250.20345), (122.56945, 301.94055), (66.24153, 185.5767)]","(79.313663175, 212.48214875000002)"
33094,"[(18.043783, 236.52415), (6.9667096, 22.036856), (69.85161, 296.24612), (84.41261, 239.79126), (129.69623, 167.42755), (135.85081, 250.1183), (122.45435, 302.02014), (66.1865, 185.42468)]","(79.182825325, 212.44863200000003)"
33095,"[(18.102957, 236.59354), (6.995042, 22.12416), (69.530106, 296.31183), (84.76256, 239.96646), (128.73642, 166.35396), (135.9028, 250.25172), (122.39833, 302.04642), (66.2467, 185.23756)]","(79.084364375, 212.36070625000002)"
33096,"[(18.093235, 236.8133), (7.1162314, 22.385067), (69.18637, 296.43863), (85.40463, 240.28241), (128.28206, 166.21347), (136.03706, 250.42525), (122.01261, 301.72833), (66.73259, 185.41124)]","(79.1080983, 212.462212125)"
33097,"[(18.032648, 236.89792), (7.0196795, 22.388653), (69.12738, 296.6228), (86.327194, 240.77888), (128.3144, 166.48293), (135.9103, 250.3596), (121.73786, 301.5972), (67.224464, 185.68242)]","(79.2117406875, 212.601300375)"
33098,"[(18.09952, 237.13101), (6.825215, 22.336285), (68.97587, 296.673), (87.43952, 241.41425), (127.685295, 165.95525), (135.82054, 250.25563), (121.66316, 301.67032), (66.65617, 185.48987)]","(79.14566124999999, 212.615701875)"
33099,"[(18.409777, 237.44183), (6.6674085, 22.343117), (68.76917, 296.65225), (88.32124, 242.00111), (127.1959, 165.58488), (135.71417, 249.98042), (122.2943, 302.12683), (66.64258, 185.542)]","(79.25181818749999, 212.709054625)"
33100,"[(18.574053, 237.68636), (6.547573, 22.363811), (68.89358, 296.79938), (88.62467, 242.17877), (126.78323, 165.36993), (136.02115, 250.20938), (122.76083, 302.45184), (66.85448, 185.92609)]","(79.38244574999999, 212.873195125)"
33101,"[(20.059282, 238.80463), (6.348059, 22.244896), (69.01493, 296.85858), (88.60121, 242.24435), (126.23379, 164.88197), (136.12225, 250.38586), (122.81289, 302.32016), (67.59003, 186.42192)]","(79.597805125, 213.02029575)"
33102,"[(20.665045, 239.33218), (6.222462, 22.165718), (69.06722, 296.88098), (88.76481, 242.60239), (125.76286, 164.54062), (136.01698, 250.45433), (122.73158, 301.97668), (69.07962, 186.461)]","(79.788822125, 213.05173725)"
33103,"[(21.015772, 239.78424), (6.134224, 22.150898), (68.806725, 296.607), (89.581406, 243.64268), (125.44897, 164.42372), (135.43138, 250.06287), (122.92859, 301.9221), (69.44599, 186.48773)]","(79.84913212500001, 213.13515475000003)"
33104,"[(21.103594, 239.96584), (5.9924364, 22.051262), (68.49432, 296.3032), (90.18676, 244.06216), (124.90599, 163.9153), (134.82573, 250.24411), (123.22398, 301.631), (70.054634, 186.64032)]","(79.84843055, 213.101649)"
33105,"[(20.626976, 239.25522), (5.977528, 22.118977), (67.907845, 295.81912), (90.33517, 243.85454), (124.18994, 163.17503), (135.06035, 250.71523), (124.18395, 301.88983), (70.528366, 187.31792)]","(79.851265625, 213.018233375)"
33106,"[(21.475616, 239.57301), (5.9043627, 22.089575), (67.815544, 295.64868), (90.59922, 243.77907), (123.90826, 163.00562), (135.24744, 251.25703), (125.56621, 302.5017), (71.78093, 187.92787)]","(80.2871978375, 213.222819375)"
33107,"[(21.853851, 239.44916), (5.716189, 21.860958), (68.426346, 296.08478), (90.77308, 243.62463), (123.524635, 162.5006), (135.49097, 251.42107), (126.9783, 303.28763), (72.47055, 188.57852)]","(80.654240125, 213.3509185)"
33108,"[(22.309853, 239.24008), (5.692573, 21.877954), (69.61689, 297.02234), (90.74865, 243.35117), (122.630226, 161.38292), (135.32416, 251.67366), (128.62299, 304.13623), (80.93516, 197.23085)]","(81.98506275, 214.48940050000002)"
33109,"[(22.42594, 239.10123), (5.6553326, 21.845438), (70.69463, 297.81876), (90.802956, 243.20306), (122.34817, 161.18303), (135.1689, 251.78288), (129.76118, 304.83765), (84.11348, 199.95486)]","(82.62132357499999, 214.9658635)"
33110,"[(22.40937, 238.81781), (6.0900216, 22.463179), (71.19774, 298.21494), (91.088234, 243.03308), (121.91665, 160.59772), (135.09264, 251.60641), (130.24199, 305.09387), (85.38244, 200.85875)]","(82.92738569999999, 215.085719875)"
33111,"[(22.334211, 238.95868), (6.2563634, 22.680386), (71.28486, 298.41376), (91.31813, 242.84845), (121.63914, 160.22748), (134.98314, 251.53903), (129.89062, 304.73672), (86.727776, 201.84814)]","(83.05428004999999, 215.15658075)"
33112,"[(22.234144, 239.06638), (5.7024717, 21.956314), (71.70878, 298.92163), (91.657814, 242.87244), (121.265366, 159.70686), (134.78038, 251.52124), (129.98303, 304.76782), (85.67317, 200.18253)]","(82.8756444625, 214.87440175)"
33113,"[(21.567024, 238.63733), (5.462904, 21.612646), (72.44609, 299.62393), (91.93483, 243.0259), (121.024254, 159.28828), (134.76288, 251.48346), (129.95592, 304.73676), (86.017075, 200.17537)]","(82.896372125, 214.8229595)"
33114,"[(21.422749, 238.7258), (5.4362693, 21.58208), (72.85602, 300.04428), (91.99782, 242.93263), (121.04573, 159.01189), (135.12592, 251.7068), (129.92253, 304.59256), (85.639244, 199.25171)]","(82.93078528749999, 214.73096875000002)"
33115,"[(21.65494, 239.06764), (5.586472, 21.80384), (73.03776, 300.28757), (91.92268, 242.7438), (121.067085, 158.6782), (135.07524, 252.12386), (130.03152, 304.10806), (82.05171, 194.94006)]","(82.55342587499999, 214.21912874999998)"
33116,"[(21.494797, 238.86829), (5.450223, 21.601479), (73.19689, 300.33368), (92.035934, 242.76494), (120.78302, 158.14441), (135.04811, 252.44316), (130.55945, 303.7466), (78.00426, 190.08968)]","(82.07158550000001, 213.499029875)"
33117,"[(21.42988, 238.79851), (5.321786, 21.41416), (73.221466, 300.2978), (92.049805, 242.57095), (120.740036, 157.99493), (134.81277, 252.4143), (131.20576, 303.18848), (78.651115, 190.51695)]","(82.17907724999999, 213.39951)"
33118,"[(21.520172, 238.84529), (5.308007, 21.403978), (73.46098, 300.45697), (91.99107, 242.29193), (120.65748, 157.85764), (134.769, 252.3259), (131.78673, 302.7434), (77.215935, 188.3682)]","(82.08867175, 213.03666350000003)"
33119,"[(21.788008, 239.20964), (5.2707663, 21.308235), (73.43716, 300.49423), (92.34565, 242.15834), (120.50322, 157.79608), (134.66219, 252.02695), (132.18758, 302.33405), (81.24716, 192.25638)]","(82.6802167875, 213.447988125)"
33120,"[(22.020311, 239.52393), (5.230971, 21.226488), (73.49993, 300.58517), (92.70865, 241.8938), (120.29457, 157.87556), (134.98973, 252.30466), (132.48193, 302.05414), (81.641426, 191.93387)]","(82.85843975, 213.42470225)"
33121,"[(22.261003, 239.80568), (5.5034003, 21.544039), (73.4332, 300.5307), (93.19047, 241.57254), (120.11774, 157.76683), (134.77965, 252.18628), (132.26683, 301.47458), (82.36196, 192.20293)]","(82.98928166249999, 213.385447375)"
33122,"[(22.361088, 239.83536), (5.7983894, 21.931782), (73.4465, 300.49887), (93.79297, 241.25055), (119.86414, 157.14058), (134.61519, 252.38176), (132.23138, 301.00882), (81.17274, 190.33626)]","(82.910299675, 213.04799775)"
33123,"[(22.504305, 239.8416), (5.719596, 21.792288), (73.44602, 300.469), (94.00788, 241.08054), (119.798874, 156.41647), (134.70831, 252.70573), (132.63199, 300.92087), (79.61569, 188.00232)]","(82.80408312499999, 212.65360225)"
33124,"[(22.497084, 239.6729), (5.939419, 22.04129), (73.44239, 300.4611), (94.398415, 241.22414), (119.64854, 155.60275), (134.68259, 253.20786), (134.06087, 301.76007), (79.17721, 186.91599)]","(82.98081475000001, 212.6107625)"
33125,"[(22.324646, 239.629), (6.0147333, 22.079756), (73.5801, 300.5661), (94.53874, 241.21396), (120.24755, 155.52364), (134.44812, 253.52858), (135.46692, 302.5664), (79.13509, 186.19838)]","(83.21948741249999, 212.663227)"
33126,"[(22.377892, 239.85037), (6.1341863, 22.197632), (73.553116, 300.55844), (94.53138, 241.07799), (120.67409, 155.15033), (133.93568, 253.71), (136.60938, 302.71735), (78.86544, 185.43777)]","(83.33514553750001, 212.58748525)"
33127,"[(22.203054, 239.75188), (5.923725, 21.895538), (73.47476, 300.47104), (94.45027, 240.97435), (121.13232, 155.06633), (133.04321, 253.25554), (137.60225, 302.83054), (78.74341, 184.84238)]","(83.321624875, 212.38594975)"
33128,"[(22.304945, 239.88043), (6.1574097, 22.160227), (73.44266, 300.43994), (94.51808, 241.04684), (122.10486, 155.8056), (132.17717, 252.91452), (138.67863, 303.02435), (78.755775, 184.6025)]","(83.5174412125, 212.48430087499997)"
33129,"[(22.250187, 239.89267), (6.319674, 22.35248), (73.55612, 300.58557), (94.21224, 240.81012), (122.16139, 155.33087), (131.37665, 253.0212), (139.44647, 303.31924), (78.66609, 184.34511)]","(83.49860262499999, 212.4571575)"
33130,"[(22.42934, 239.90344), (6.4157696, 22.461187), (73.53915, 300.60925), (94.337845, 241.04987), (122.444954, 154.50832), (131.02823, 253.0528), (140.45099, 304.08444), (79.01035, 184.44135)]","(83.707078575, 212.51383212500002)"
33131,"[(21.980188, 239.45438), (6.4371667, 22.473806), (73.58696, 300.6542), (94.45576, 241.254), (124.41428, 155.74963), (130.81705, 253.00392), (140.77344, 304.3811), (79.0532, 184.0655)]","(83.9397555875, 212.629567)"
33132,"[(22.45419, 239.74081), (6.612811, 22.697004), (73.60602, 300.6673), (94.549324, 241.41725), (124.72331, 154.51134), (130.637, 253.02469), (140.70358, 304.30325), (79.30573, 183.79048)]","(84.07399562500001, 212.51901549999997)"
33133,"[(22.756052, 239.59189), (6.5510807, 22.611551), (73.699684, 300.73584), (94.839325, 241.46349), (126.55868, 155.93922), (129.90814, 252.51039), (140.84976, 304.44128), (79.392136, 183.46425)]","(84.3193572125, 212.594738875)"
33134,"[(23.069118, 239.54128), (6.9400754, 23.152414), (73.71122, 300.70648), (95.12144, 241.57126), (126.95332, 155.8796), (128.64168, 251.68506), (140.98503, 304.4688), (79.3981, 183.17973)]","(84.35249792500001, 212.52307800000003)"
33135,"[(23.50365, 239.646), (6.610076, 22.723866), (73.684654, 300.69296), (95.1384, 241.4452), (127.81721, 156.60222), (126.770615, 250.11209), (141.01666, 304.4594), (79.347084, 182.98174)]","(84.23604362500001, 212.3329345)"
33136,"[(23.395935, 239.42195), (6.2743187, 22.333246), (73.68992, 300.6751), (95.007935, 240.8921), (128.37564, 157.19127), (125.64633, 249.94566), (141.2402, 304.6609), (79.25774, 182.92676)]","(84.1110023375, 212.25587325000004)"
33137,"[(23.571856, 239.20863), (6.0936947, 22.146452), (73.57887, 300.59476), (95.34564, 240.87381), (128.68964, 157.23515), (124.442535, 249.4528), (141.26207, 304.66095), (79.439476, 183.191)]","(84.05297271250001, 212.170444)"
33138,"[(23.904076, 239.16707), (5.952972, 21.980127), (73.38773, 300.33273), (95.401566, 240.61996), (129.68526, 157.4734), (123.60636, 249.48628), (141.273, 304.5153), (79.49105, 183.27632)]","(84.08775175, 212.106398375)"
33139,"[(23.753435, 238.83743), (5.894538, 21.900682), (72.91597, 299.66937), (96.66725, 241.66801), (130.65904, 157.45078), (124.05715, 250.92906), (141.25613, 304.39786), (79.67365, 183.57745)]","(84.35964537499999, 212.30383025)"
33140,"[(23.532074, 238.72067), (5.8713164, 21.872782), (73.17309, 299.63544), (97.141754, 241.89258), (132.70377, 157.80516), (123.70593, 252.26186), (141.29973, 304.3795), (79.66314, 183.62425)]","(84.63635054999999, 212.52403025)"
33141,"[(23.1263, 238.25887), (5.9083915, 21.957684), (73.40854, 299.6134), (97.132576, 241.5896), (134.08414, 157.81927), (123.04896, 252.76053), (141.28868, 304.34476), (79.694176, 183.83847)]","(84.7114704375, 212.522823)"
33142,"[(22.995924, 238.0232), (6.419937, 22.640783), (73.80956, 299.8), (97.32927, 241.43373), (135.25264, 157.56175), (122.414764, 252.79092), (141.30653, 304.3708), (79.636444, 183.95555)]","(84.89563362499999, 212.57209162499998)"
33143,"[(23.014833, 237.95096), (6.0855284, 22.252739), (73.89488, 299.82288), (97.72876, 241.61949), (136.03107, 157.50636), (122.13602, 253.24329), (141.12512, 304.27554), (79.69859, 184.08917)]","(84.964350175, 212.59505362500002)"
33144,"[(23.231062, 237.86078), (5.909183, 22.064735), (74.11209, 299.9219), (97.90258, 241.6143), (138.18103, 159.59445), (121.83411, 253.48781), (140.9216, 304.16647), (79.601166, 184.19429)]","(85.211602625, 212.863091875)"
33145,"[(23.220133, 237.99052), (5.7709017, 21.919598), (74.27433, 300.00317), (98.17473, 241.63014), (138.98941, 159.73665), (121.6611, 253.42445), (141.01479, 304.2476), (79.49298, 184.3351)]","(85.3247968375, 212.9109035)"
33146,"[(23.125875, 237.99013), (5.8248215, 21.98952), (74.317955, 299.90952), (97.95633, 241.34045), (140.0173, 160.11472), (121.35217, 253.40652), (140.9919, 304.2985), (79.976776, 184.94524)]","(85.4453909375, 212.999325)"
33147,"[(22.837038, 237.89343), (5.8668036, 22.037842), (74.318306, 299.99478), (98.05664, 241.35759), (142.62595, 162.63524), (120.654205, 252.98389), (140.94695, 304.2711), (79.74209, 184.49579)]","(85.630997825, 213.20870774999997)"
33148,"[(22.873123, 237.75072), (5.9425607, 22.112703), (74.35505, 300.0623), (98.57654, 241.68077), (145.68425, 165.48082), (120.439705, 253.10164), (141.0107, 304.34824), (80.04179, 184.38472)]","(86.1154648375, 213.61523912500002)"
33149,"[(22.954746, 237.96321), (5.935742, 22.090176), (74.44722, 300.16492), (98.608055, 241.69073), (148.41129, 168.0879), (119.81651, 253.22379), (140.74815, 304.0508), (80.65283, 184.4588)]","(86.446817875, 213.96629074999998)"
33150,"[(23.073624, 238.16212), (5.9607944, 22.098766), (74.50396, 300.2207), (98.35198, 241.45964), (149.7194, 169.2893), (118.55263, 252.78737), (140.9093, 304.2758), (81.38321, 184.81761)]","(86.5568623, 214.13891325000003)"
33151,"[(23.083414, 238.40094), (5.9510045, 22.085958), (74.4169, 300.20792), (98.53057, 241.6122), (150.64047, 169.75598), (116.210815, 251.12122), (140.80168, 304.2778), (81.60352, 184.51236)]","(86.40479668750001, 213.99679725)"
33152,"[(22.918154, 238.57497), (5.993254, 22.10542), (74.42052, 300.22983), (98.330475, 241.31407), (151.36559, 169.98418), (113.90607, 248.90744), (141.22789, 304.84164), (82.753, 185.10962)]","(86.36436912500001, 213.88339625)"
33153,"[(22.79389, 238.60654), (6.0317445, 22.11886), (74.466835, 300.2782), (97.78365, 240.95679), (152.67293, 170.14555), (111.76023, 247.07448), (141.52809, 305.34427), (82.902756, 184.63339)]","(86.2425156875, 213.64476)"
33154,"[(22.931738, 238.82231), (6.1365623, 22.312878), (74.52433, 300.40305), (97.33713, 240.88986), (153.2752, 170.05347), (110.98222, 245.86905), (141.83673, 305.80002), (83.32676, 184.40605)]","(86.2938337875, 213.56958600000002)"
33155,"[(22.93611, 238.81306), (6.2459984, 22.488436), (74.59044, 300.4618), (96.32806, 240.03194), (154.90718, 171.56113), (110.574844, 245.4299), (141.91486, 305.7502), (84.36828, 185.06012)]","(86.48322155, 213.69957325000001)"
33156,"[(23.065857, 238.92728), (6.2437596, 22.487934), (74.517586, 300.33243), (96.1433, 239.39963), (156.50366, 173.66753), (110.31447, 245.43547), (142.03221, 305.686), (85.21671, 185.77519)]","(86.754694075, 213.963933)"
33157,"[(22.97706, 238.93774), (6.1992693, 22.43096), (74.55635, 300.23846), (95.31934, 239.03429), (157.53784, 175.17027), (110.08035, 245.16858), (142.19395, 305.62256), (85.87745, 185.74232)]","(86.84270116249999, 214.0431475)"
33158,"[(22.680769, 238.82944), (6.2112865, 22.445173), (74.70943, 300.24313), (94.68587, 239.02443), (158.44421, 176.33372), (109.80177, 244.94864), (142.26636, 305.57642), (87.071014, 185.07657)]","(86.9838386875, 214.05969037499997)"
33159,"[(22.586924, 238.79964), (6.173747, 22.385277), (74.72297, 300.1123), (92.031075, 237.03748), (159.19835, 177.3755), (109.41586, 244.77556), (142.24338, 305.55896), (87.92163, 184.49763)]","(86.786742, 213.817793375)"
33160,"[(22.645048, 238.72093), (6.231105, 22.436163), (74.76635, 300.19235), (90.514885, 236.93109), (159.74792, 178.17783), (109.22553, 244.76279), (142.46953, 305.8693), (89.00666, 183.9654)]","(86.8258785, 213.881981625)"
33161,"[(22.792751, 238.28868), (6.1721067, 22.363792), (74.73299, 300.39438), (92.94143, 240.29001), (159.94847, 178.35287), (108.66115, 244.45792), (142.60828, 306.03152), (88.93439, 183.20006)]","(87.0989459625, 214.17240399999997)"
33162,"[(23.143408, 238.66635), (6.2448254, 22.45885), (74.45346, 300.13266), (94.62382, 242.58147), (159.9706, 178.78839), (107.978264, 244.21275), (142.46465, 305.73853), (89.875626, 182.743)]","(87.344331675, 214.41525)"
33163,"[(23.430725, 238.50128), (6.236688, 22.438908), (74.01908, 299.65604), (94.88151, 243.16478), (160.6817, 180.2115), (107.5022, 244.6865), (142.43591, 305.63922), (91.14443, 182.78473)]","(87.54153037500001, 214.63536975000002)"
